client_id,category,owner_client_id,root_subscription_id,type,delta,delta_dts,owner_email,owner,product,delta_dts_adj
94e53fba8abc42105f2ba63127ac2bb6,category4,94e53fba8abc42105f2ba63127ac2bb6,8bf85ae556445808183a2e3df3b1513b,churn,-1.69,27-09-2018,person21@company.com,person21,Product4-2,27-09-2018
2f75bed67121e552cb0d7f0ec9a87bf3,category4,2f75bed67121e552cb0d7f0ec9a87bf3,642ac46541d841e17e7c5e55f24596fb,churn,-0.91,06-10-2018,person18@company.com,person18,Product4-2,06-10-2018
ab0df673ccbb44493634d8a461f1953a,category4,ab0df673ccbb44493634d8a461f1953a,e74e9a0204673a070ebe1d6452953fd0,churn,-5.98,19-10-2018,person9@company.com,person9,Product4-2,19-10-2018
8b080e068280cffe69eb07eed6883655,category4,8b080e068280cffe69eb07eed6883655,ca1fcf7d6a6d32ceb9ba972fa5eddb73,churn,-9.67,13-11-2018,person19@company.com,person19,Product4-2,13-11-2018
24de5e27f7305860ea01eb08f9b51cbb,category4,24de5e27f7305860ea01eb08f9b51cbb,ddace203aec04a7e8da5e4b716ac3876,churn,-7.04,20-12-2018,person25@company.com,person25,Product4-2,20-12-2018
f24b159da9ba1f2be18702f4efd3817b,category4,f24b159da9ba1f2be18702f4efd3817b,c0797bb374ec165d37055135117c0027,churn,-0.05,31-12-2018,person29@company.com,person29,Product4-2,31-12-2018
2f3bb617d86a73980f60e9e8a610613c,category4,2f3bb617d86a73980f60e9e8a610613c,aae34e698a7749361b0552806a920262,churn,-3.75,12-01-2019,person20@company.com,person20,Product4-2,12-01-2019
908abcf3fd00c93cde0ee9cb2945cc34,category4,908abcf3fd00c93cde0ee9cb2945cc34,2a474cc518d460548634e1c8213d465f,churn,-0.2,19-01-2019,person20@company.com,person20,Product4-2,19-01-2019
71d863eb6d709b7f219bb2ceef2a0f85,category4,71d863eb6d709b7f219bb2ceef2a0f85,240f1d6bf4ba0b70acf34456bdf2b6f0,churn,-7.93,19-01-2019,person18@company.com,person18,Product4-2,19-01-2019
c66af17fdec3bf44918c8ca4455954a4,category4,c66af17fdec3bf44918c8ca4455954a4,1df1a552cbd8e24e4c85c14642b23110,churn,-1.72,08-02-2019,person4@company.com,person4,Product4-2,08-02-2019
3250b72aba802b4ba01bbaec966cb0f3,category4,3250b72aba802b4ba01bbaec966cb0f3,69db62d411fa0b8a3afc94c715a516a4,churn,-1.81,16-03-2019,person26@company.com,person26,Product4-2,16-03-2019
5f34a1b3e13f70024a19d6e12cd6ba70,category4,5f34a1b3e13f70024a19d6e12cd6ba70,3f1cd24a8ef5918a564fd983ea6e17fe,churn,-0.44,10-05-2019,person25@company.com,person25,Product4-2,10-05-2019
e742cd9d1b9e0bd7f1e8fc1642614ae8,category4,e742cd9d1b9e0bd7f1e8fc1642614ae8,11dcfc3528d4f2bfe83ed1935558050e,churn,-5.52,08-08-2019,person25@company.com,person25,Product4-2,08-08-2019
7c0be0075cba022e6fd9cc6a504252d0,category4,7c0be0075cba022e6fd9cc6a504252d0,1a49d6ed71f654c0412244d9f6d206ef,churn,-7.25,14-08-2019,person13@company.com,person13,Product4-2,14-08-2019
4a259f53ade52c6325c32c62ae70f439,category4,4a259f53ade52c6325c32c62ae70f439,83439a5ab51be1479a9f415bba806e66,churn,-6.75,17-08-2019,person25@company.com,person25,Product4-2,17-08-2019
f804bc2641f8b234992b9c33dea3c092,category4,f804bc2641f8b234992b9c33dea3c092,c4bc1bb785f3cb41721b1c56546503e8,churn,-5.7,05-12-2019,person14@company.com,person14,Product4-2,05-12-2019
250a957063782f7e98c5da4f692b6e11,category4,250a957063782f7e98c5da4f692b6e11,0b5793ed8b4241991caa1275d6f67b0a,churn,-3.7,10-01-2020,person14@company.com,person14,Product4-2,10-01-2020
9df77fbc09d9c01e9a31269fada78b48,category4,9df77fbc09d9c01e9a31269fada78b48,99708f18ee595c417c8e1e35e4677643,churn,-7.08,08-02-2020,person21@company.com,person21,Product4-2,08-02-2020
15949372b5fbe13d21ee5ce0eb37d571,category4,15949372b5fbe13d21ee5ce0eb37d571,3e5d240de4da333a94a9e6cf895faa66,churn,-2.3,14-03-2020,person24@company.com,person24,Product4-2,14-03-2020
3b05d30ad214f46381b622c1365b4f08,category4,3b05d30ad214f46381b622c1365b4f08,2411240714ef3942b432e8fc943c941d,churn,-9.35,26-03-2020,person20@company.com,person20,Product4-2,26-03-2020
aef36e626fe49177443aa541a9b1e633,category4,aef36e626fe49177443aa541a9b1e633,1dac0f81d89839c606275753c48e8fc4,churn,-5.79,28-03-2020,person20@company.com,person20,Product4-2,28-03-2020
758b6ca36274f360a1d6137ac3512736,category4,758b6ca36274f360a1d6137ac3512736,d2c8e7b0bce3c0ce84b904ecf4d03250,churn,-5.39,17-04-2020,person8@company.com,person8,Product4-2,17-04-2020
8840ecc036f55d7c86f3a256c667ad27,category4,8840ecc036f55d7c86f3a256c667ad27,78e01673994f83f95009c76aed88096c,churn,-2.61,24-04-2020,person4@company.com,person4,Product4-2,24-04-2020
a6b95a06fdf30372bbaf0651cb319b91,category4,a6b95a06fdf30372bbaf0651cb319b91,465c30bf663d4f6ab2a767a16ad07005,churn,-5.51,29-04-2020,person5@company.com,person5,Product4-2,29-04-2020
fc0888bc9b0f87a8e7cbda40f105cd2e,category4,fc0888bc9b0f87a8e7cbda40f105cd2e,5917eacc7c6f53fdda6eb74e712d5bb0,churn,-3.12,30-04-2020,person24@company.com,person24,Product4-2,30-04-2020
2f08dbf2331b14153a11e2e6b91b8de5,category4,2f08dbf2331b14153a11e2e6b91b8de5,ddbb4d9d321046eafbc52db49e89a1d3,churn,-3.66,01-05-2020,person13@company.com,person13,Product4-2,01-05-2020
5126827a062dbddf9a469e1b3616945d,category4,5126827a062dbddf9a469e1b3616945d,e07ad06bef5ffc804889106004801f03,churn,-2.48,02-05-2020,person13@company.com,person13,Product4-2,02-05-2020
f9471d65177dfa55f8c6d2b08ef0281f,category4,f9471d65177dfa55f8c6d2b08ef0281f,90f685ad466aa7efdc2ef62c23ca847a,churn,-3.19,02-05-2020,person18@company.com,person18,Product4-2,02-05-2020
f8a40d60f39a3c8241c2cb4daebe3801,category4,f8a40d60f39a3c8241c2cb4daebe3801,13fd96dbe18e3b3adbedf30fd60cb0ca,churn,-6.59,02-05-2020,person7@company.com,person7,Product4-2,02-05-2020
c53b05f6547b0c7582476e1fb0ff4e17,category4,c53b05f6547b0c7582476e1fb0ff4e17,65b82ecfdfef0b066ee36ea5c7761c2d,churn,-1.25,08-05-2020,person30@company.com,person30,Product4-2,08-05-2020
2d8f4fa7476957a7ac673c461ed2f7df,category4,2d8f4fa7476957a7ac673c461ed2f7df,1788c38fff731ba366da149fd6c57f07,churn,-4.59,08-05-2020,person5@company.com,person5,Product4-2,08-05-2020
daf2453087787e960088c8c43679029d,category4,daf2453087787e960088c8c43679029d,0ded15e82a95cbc3c3b97bfd2905599b,churn,-0.42,13-05-2020,person25@company.com,person25,Product4-2,13-05-2020
da5daadd5d7ddf3fdcb7de5b5b2df764,category4,da5daadd5d7ddf3fdcb7de5b5b2df764,2c2bf6498edac1c5dfa83ce040cbfa69,churn,-8.44,14-05-2020,person8@company.com,person8,Product4-2,14-05-2020
0d59787d6f650fdda3292bf5fd1c1275,category4,0d59787d6f650fdda3292bf5fd1c1275,ef39fa46baec80785bfa05a05b95c173,churn,-6.98,16-05-2020,person1@company.com,person1,Product4-2,16-05-2020
7e26782351cde0169822f054afa2d0b4,category4,7e26782351cde0169822f054afa2d0b4,8993b6aef67ca8efe46c5d4080e34a73,churn,-2.01,01-06-2020,person21@company.com,person21,Product4-2,01-06-2020
fcc34ac28df2963c8df2ccaa9836b0d6,category4,fcc34ac28df2963c8df2ccaa9836b0d6,62b0d035a5db0d625df3bf5cb86e9f89,churn,-3.75,04-06-2020,person30@company.com,person30,Product4-2,04-06-2020
1dc1b1d115b0eafa4cf71c2dd378ffe3,category4,1dc1b1d115b0eafa4cf71c2dd378ffe3,65e4909a3d2c4ee953d9b404322dcfb2,churn,-2.83,12-06-2020,person14@company.com,person14,Product4-2,12-06-2020
929aab889b1d2f55ed5cbbc0f1d9bc62,category4,929aab889b1d2f55ed5cbbc0f1d9bc62,8698430a4040dcd01e55725903dc8c69,churn,-9.6,19-06-2020,person1@company.com,person1,Product4-2,19-06-2020
ca08c05b52c9bb63f6f7a646743e28cf,category4,ca08c05b52c9bb63f6f7a646743e28cf,e1a50df60938e666847308817e329640,churn,-0.65,17-07-2020,person16@company.com,person16,Product4-2,17-07-2020
a6f2ecdf7b0320ae61b8b4dc0ed03d2b,category4,a6f2ecdf7b0320ae61b8b4dc0ed03d2b,c81273b41fa16afa713143d39c4af819,churn,-4.03,23-07-2020,person26@company.com,person26,Product4-2,23-07-2020
2c445b035210d3d7efd47f69d5ccf2c3,category4,2c445b035210d3d7efd47f69d5ccf2c3,802f0ec2509ea366df2f57793cd7704a,churn,-0.06,01-08-2020,person2@company.com,person2,Product4-2,01-08-2020
58317949dfbe5086e6a782ee4b5570f6,category4,58317949dfbe5086e6a782ee4b5570f6,8a16d08614fc6a0a6b3e2c026f067fdd,churn,-3.32,13-08-2020,person27@company.com,person27,Product4-2,13-08-2020
fce288388246770a84620152df63346e,category4,fce288388246770a84620152df63346e,7509081465d1d796792a5cc1154aa768,churn,-9.97,30-09-2020,person6@company.com,person6,Product4-2,30-09-2020
e99c1edf684a801962df2886c2babaab,category4,e99c1edf684a801962df2886c2babaab,02c8955526b4f4ac47db13fbc850f623,churn,-5.95,16-10-2020,person26@company.com,person26,Product4-2,16-10-2020
0e88d976125ac181e50dee8192cf4775,category4,0e88d976125ac181e50dee8192cf4775,636446081186f6f82ab5f973fe5fc1bc,churn,-7.68,31-10-2020,person20@company.com,person20,Product4-2,31-10-2020
250a957063782f7e98c5da4f692b6e11,category4,250a957063782f7e98c5da4f692b6e11,0824bc8f69881ce33d0d9afc16f03ee1,churn,-7.62,29-11-2020,person28@company.com,person28,Product4-2,29-11-2020
3fafdace1e629683ae635da1ff789362,category4,3fafdace1e629683ae635da1ff789362,2808911d432e3679d80ba1515580fede,churn,-0.98,08-12-2020,person30@company.com,person30,Product4-2,08-12-2020
d9a7a6950a0d4e4da1ab2f1a8ac6fa65,category4,d9a7a6950a0d4e4da1ab2f1a8ac6fa65,96e5c08d8a3a674dc2e617623f739e4b,churn,-5.83,11-12-2020,person20@company.com,person20,Product4-2,11-12-2020
0ac9411d234811975dfb2e2f5b2030b7,category4,0ac9411d234811975dfb2e2f5b2030b7,b578961a408e7cdc1f8e840f130dd338,churn,-1.55,11-12-2020,person14@company.com,person14,Product4-2,11-12-2020
b787bd75180292df04b4ab1badded8b4,category4,b787bd75180292df04b4ab1badded8b4,d37a2e18b322782e7b38aa46b12d27b2,churn,-1.39,11-12-2020,person18@company.com,person18,Product4-2,11-12-2020
b24481c716be953407d0cc38a9dd99b7,category4,b24481c716be953407d0cc38a9dd99b7,ed17b1d1b3474e0f1587b50f57b8705c,churn,-9.22,23-12-2020,person14@company.com,person14,Product4-2,23-12-2020
ac86d14d59b32c2db04bd40c73bf02ed,category4,ac86d14d59b32c2db04bd40c73bf02ed,5352a8ec68fc5ce3b86a4778c121c453,churn,-1.14,12-01-2021,person7@company.com,person7,Product4-2,12-01-2021
d924bd2efce450ed98f60b6137549506,category4,d924bd2efce450ed98f60b6137549506,29f6dadddb13fb162cde4f6cba535e6e,churn,-1.44,23-01-2021,person1@company.com,person1,Product4-2,23-01-2021
ea984385ccedb3f0adf41e6475f9aecc,category4,ea984385ccedb3f0adf41e6475f9aecc,8d998f04091b8867c19416869307a14a,churn,-8.23,03-02-2021,person23@company.com,person23,Product4-2,03-02-2021
070fb4270a109e3eef253412be0cb0cb,category4,070fb4270a109e3eef253412be0cb0cb,8cb372be6f9d284a401182e1a8042557,churn,-8.43,18-02-2021,person25@company.com,person25,Product4-2,18-02-2021
a70977297c34c4b2da36eac1110520f0,category4,0703474fd13b7d6734a8f8115d685989,1815f29d0695490f942b7184a3b05622,churn,-9.23,27-02-2021,person26@company.com,person26,Product4-2,27-02-2021
2f37f9cdb08660196aa9ff9edff985e5,category4,2f37f9cdb08660196aa9ff9edff985e5,2107d21e76679a80b986e797d9ba7483,churn,-5.26,02-03-2021,person4@company.com,person4,Product4-2,02-03-2021
20662e19eaa52b79c3196ec746797e89,category4,20662e19eaa52b79c3196ec746797e89,98ded25018f7f3b0fa6c02c4fe75abef,churn,-3.22,20-03-2021,person1@company.com,person1,Product4-2,20-03-2021
d2e120b67f972b0a5e39eef32f3c324a,category4,d2e120b67f972b0a5e39eef32f3c324a,49ec148160ae1933427c59b237d4aef3,churn,-8.49,25-03-2021,person3@company.com,person3,Product4-2,25-03-2021
bf062d018a32627b7c110e847b98934f,category4,bf062d018a32627b7c110e847b98934f,8df346718163c02b98e7165573f88730,churn,-3.49,13-04-2021,person11@company.com,person11,Product4-2,13-04-2021
a251ccae8aa9f87a4a937f2263397009,category4,a251ccae8aa9f87a4a937f2263397009,38f5275652e0bf57ff8b87e5fdecac1f,churn,-2.5,21-05-2021,person28@company.com,person28,Product4-2,21-05-2021
1752681434182bdd54d744b0267dfbe4,category4,1752681434182bdd54d744b0267dfbe4,abf4ddb2baa92796d624b01a51226645,churn,-1.52,11-06-2021,person28@company.com,person28,Product4-2,11-06-2021
0666d29127648d80b49581c64273e077,category4,0666d29127648d80b49581c64273e077,d53d5c072639d65b97a517b77e2f994a,churn,-1.13,19-06-2021,person19@company.com,person19,Product4-2,19-06-2021
0d51a3b88feb12b86b426acffa8666b9,category4,0d51a3b88feb12b86b426acffa8666b9,3cfb194799e8e28dc272fe6a9aea277a,churn,-4.07,24-07-2021,person26@company.com,person26,Product4-2,24-07-2021
01a8599a10403b1ca7a86f78bf5d825e,category4,01a8599a10403b1ca7a86f78bf5d825e,4413d6914de14efc5678ef3bf21aae75,churn,-7.33,30-07-2021,person28@company.com,person28,Product4-2,30-07-2021
4c2646137ddd63adc338e595cff109ff,category4,4c2646137ddd63adc338e595cff109ff,fb626e71c6b4d66f1257c0f5b24384a0,churn,-1.14,31-07-2021,person22@company.com,person22,Product4-2,31-07-2021
809841df04f12c4d65957b7c80968238,category4,809841df04f12c4d65957b7c80968238,327e20b37a67908ed7d4782b94ed037a,churn,-3.64,31-08-2021,person10@company.com,person10,Product4-2,31-08-2021
86c3b3ca426b88bb59b9c2355884a3b6,category4,68d0bf3f6791f17ca8e6f2e3accafd4b,c5085b29b33c5d70f6a3af0bd9496d80,churn,-2.84,02-09-2021,person7@company.com,person7,Product4-2,02-09-2021
6b66dad0f6dcbe3ab8c0c6f2eb8bfd52,category4,6b66dad0f6dcbe3ab8c0c6f2eb8bfd52,37d6d5264cc6da4644562358c890a248,churn,-0.99,04-09-2021,person19@company.com,person19,Product4-2,04-09-2021
e61ea6d63b7def67e07c355df2918fe4,category4,e61ea6d63b7def67e07c355df2918fe4,754cee6075d12fd8d070a3d7dcfe749a,churn,-6.36,11-09-2021,person11@company.com,person11,Product4-2,11-09-2021
65c333d74abe8103f8c688d02a38318f,category4,65c333d74abe8103f8c688d02a38318f,2b30856ec9609ac37817a034d33d4d71,churn,-9.17,01-10-2021,person2@company.com,person2,Product4-2,01-10-2021
f4bc6303b2b748d6f94735a981e75aab,category4,f4bc6303b2b748d6f94735a981e75aab,ff71ae1bc2339b394646d0a0c75f6403,churn,-7.66,30-10-2021,person29@company.com,person29,Product4-2,30-10-2021
1d5b7a857c0a9b0a4f989fa0365a4a0b,category4,1d5b7a857c0a9b0a4f989fa0365a4a0b,12af794a3d659e3fdd31210530c5d08b,churn,-7.67,04-11-2021,person1@company.com,person1,Product4-2,04-11-2021
b170d486ceffe0ecb5b5d6c4801b274d,category4,b170d486ceffe0ecb5b5d6c4801b274d,93216033ff477e45a1ba44b7d8915bd4,churn,-7.96,05-11-2021,person5@company.com,person5,Product4-2,05-11-2021
6fc7daef52e3092930aa9bafa2cca6d5,category4,6fc7daef52e3092930aa9bafa2cca6d5,482c8d6c849524d388d4471a184ac51b,churn,-8.26,20-11-2021,person25@company.com,person25,Product4-2,20-11-2021
cf16e1af5875e46fd88921d5c0e32ca1,category4,cf16e1af5875e46fd88921d5c0e32ca1,f33ee3191391f6204ea2dfcf5f811edd,churn,-1.16,28-11-2021,person18@company.com,person18,Product4-2,28-11-2021
ca3b93019c51b302004d0bb99b526b6d,category4,ca3b93019c51b302004d0bb99b526b6d,d1e7838d5c70cdd6dc0b4cb5031abd85,churn,-2.27,01-12-2021,person27@company.com,person27,Product4-2,01-12-2021
a3d636a027e0b9d40b48dc6378a0205e,category4,a3d636a027e0b9d40b48dc6378a0205e,f2f433d362f33e74af5d951e88a4a316,churn,-5.32,04-12-2021,person23@company.com,person23,Product4-2,04-12-2021
a03547482c42fe474821f11be39e5668,category4,a03547482c42fe474821f11be39e5668,12fea64ab2e82c817760acd146415042,churn,-6.41,06-12-2021,person29@company.com,person29,Product4-2,06-12-2021
e12f1b37890a1d651496a7810081eb6d,category4,5edb5d727b40436ca3d347eedc75bd95,65baf307d3b2d35e81402d8efecc8dcc,churn,-0.14,14-12-2021,person28@company.com,person28,Product4-2,14-12-2021
07050dd53eb6873e6e21d42ef4b09790,category4,07050dd53eb6873e6e21d42ef4b09790,cd96ae56bc7e7e4a5cfa24e38653e50d,churn,-7.25,31-12-2021,person12@company.com,person12,Product4-2,31-12-2021
15b06a0f71887012cee528cca91710c2,category4,15b06a0f71887012cee528cca91710c2,eed3b8c24be7dc1c3e7a92a700b171e4,churn,-7.86,31-12-2021,person15@company.com,person15,Product4-2,31-12-2021
9d7bb8ae52fb59cbd65ad39f1f8e9277,category4,9d7bb8ae52fb59cbd65ad39f1f8e9277,5888dfa91ca9f453929baae80efb4549,churn,-1.63,31-12-2021,person7@company.com,person7,Product4-2,31-12-2021
2aeb77f69a628ff5e7d806a26b2c10ec,category4,2aeb77f69a628ff5e7d806a26b2c10ec,df74e084c1c7a03d8c0e6d9ae12fa1dd,churn,-9.59,31-12-2021,person28@company.com,person28,Product4-2,31-12-2021
b8e1161dd05356ae0fd65a9728f7da1b,category4,b8e1161dd05356ae0fd65a9728f7da1b,e4e09ada06201a6027ecda3be66d5f69,churn,-4.51,31-12-2021,person6@company.com,person6,Product4-2,31-12-2021
0ffc4d567d82eeffaab159403108581f,category4,0ffc4d567d82eeffaab159403108581f,03884f2e089cc989aa6b57fd04f45cd4,churn,-2.2,31-12-2021,person16@company.com,person16,Product4-2,31-12-2021
c597ac167889eb9671ceb97fd2509790,category4,c597ac167889eb9671ceb97fd2509790,88217d62ac8113a7bab778be4dd4586f,churn,-5.41,02-01-2022,person26@company.com,person26,Product4-2,02-01-2022
dc42bbd1dded6dead07c4984f311dbdc,category4,dc42bbd1dded6dead07c4984f311dbdc,2c65d71d1b5d6e3938506249b44b0583,churn,-5.26,09-01-2022,person12@company.com,person12,Product4-2,09-01-2022
89f1e4642a7f22125c84496f12d7c544,category4,89f1e4642a7f22125c84496f12d7c544,601acfe5eb20c37a0ce3b9f0459d1592,churn,-9.96,17-01-2022,person30@company.com,person30,Product4-2,17-01-2022
3b49760823930ddb7e10929057ab95df,category4,3b49760823930ddb7e10929057ab95df,2a14bae928f8f4ccbe56a756d419a6fc,churn,-0.79,24-01-2022,person2@company.com,person2,Product4-2,24-01-2022
68d159f164e87263a5845e2913035890,category4,68d159f164e87263a5845e2913035890,160d9e9f7d6d50d552ec1165170dd44e,churn,-9.68,01-02-2022,person11@company.com,person11,Product4-2,01-02-2022
a7a3a3edcbbd621807a6587f75bce564,category4,a7a3a3edcbbd621807a6587f75bce564,f431f6227440a993c9de1b20ab2abf9a,churn,-0.66,03-02-2022,person15@company.com,person15,Product4-2,03-02-2022
159d6ba634c0fd7964f87513fad2d9e7,category4,159d6ba634c0fd7964f87513fad2d9e7,5b1829d233f33f04b470ea382a92a523,churn,-8.92,08-02-2022,person26@company.com,person26,Product4-2,08-02-2022
07baac9d48883ab9be7118f54458c69e,category4,07baac9d48883ab9be7118f54458c69e,41873f4a83b7d86af26189407f8ef697,churn,-8.05,10-02-2022,person2@company.com,person2,Product4-2,10-02-2022
1df023b74daf905f42e9dbcc142be4b8,category4,1df023b74daf905f42e9dbcc142be4b8,6059797a8aad3bb3f46edc1aa37326de,churn,-2.51,03-03-2022,person10@company.com,person10,Product4-2,03-03-2022
ebdd7379add88baafe701c730eb3e5ed,category4,ebdd7379add88baafe701c730eb3e5ed,c13c32a63a27d317bb2d084e6a790738,churn,-5.17,10-03-2022,person2@company.com,person2,Product4-2,10-03-2022
044c7921a55cdfea08c86ed768e7dbd3,category4,044c7921a55cdfea08c86ed768e7dbd3,d6204e77bd27176405c24404dffd61f9,churn,-9.55,23-03-2022,person26@company.com,person26,Product4-2,23-03-2022
cb0c100601c1b581a2046873b4ac5efb,category4,cd1624be6cec98aebe4eea54be63dcf6,e7380ab0dde53c881565cee2d7551634,churn,-3.54,28-03-2022,person5@company.com,person5,Product4-2,28-03-2022
e957406f296a16ee0bb4fecb10d6742c,category4,e957406f296a16ee0bb4fecb10d6742c,94251f78a911e2b975b8ee52f950bf2e,churn,-0.91,28-03-2022,person17@company.com,person17,Product4-2,28-03-2022
84d3696378ef97f14282dfbe53345a59,category4,84d3696378ef97f14282dfbe53345a59,d7c9c1aa4610fb79240a779e7f3263fe,churn,-8.77,29-03-2022,person25@company.com,person25,Product4-2,29-03-2022
19f55a22a0ba4354aa925db0f3e9571b,category4,19f55a22a0ba4354aa925db0f3e9571b,4741a188ee363dd81116badc1e38816a,churn,-4.08,17-04-2022,person4@company.com,person4,Product4-2,17-04-2022
87d6724c41c7c2ac1073cd8f88643e15,category4,87d6724c41c7c2ac1073cd8f88643e15,71ab981e05b861c4f515da38e16c9630,churn,-0.53,01-05-2022,person13@company.com,person13,Product4-2,01-05-2022
04861395ec3bc3e5043a12c9018afc61,category4,04861395ec3bc3e5043a12c9018afc61,dd569cf3f653011acf5f538b008ff72d,churn,-9.95,02-05-2022,person5@company.com,person5,Product4-2,02-05-2022
53ae53ae82c7d55c7597b1d5eb1f0c45,category4,53ae53ae82c7d55c7597b1d5eb1f0c45,f32a912a5dff882cc0257d95108a6867,churn,-5.44,10-05-2022,person30@company.com,person30,Product4-2,10-05-2022
e991cd4359a2e4c45ef371ab32692b2f,category4,e991cd4359a2e4c45ef371ab32692b2f,361ac85aaf0743b48fbfea302f06bc39,churn,-0.84,12-05-2022,person7@company.com,person7,Product4-2,12-05-2022
6d88850ea046e713f6d61aa1ad6d200a,category4,6d88850ea046e713f6d61aa1ad6d200a,43ae7bf6232d91b01ba5a0c19ba849d4,churn,-3.45,12-06-2022,person2@company.com,person2,Product4-2,12-06-2022
5ab753198e5268bc47250e1cc795649f,category4,5ab753198e5268bc47250e1cc795649f,4736bc0e0e8fc623244f3e6d940c8d26,churn,-7.87,28-06-2022,person15@company.com,person15,Product4-2,28-06-2022
3b690d2fd9c538a2fbececbb243512e4,category4,3b690d2fd9c538a2fbececbb243512e4,52641ebca1939a67422bef31ed12d3b4,churn,-2.66,03-07-2022,person15@company.com,person15,Product4-2,03-07-2022
c233d2e666cd62e20858c82d6ec9c1ca,category4,c233d2e666cd62e20858c82d6ec9c1ca,a9030ae5a1451430339471889ae5ecbc,churn,-7.97,10-07-2022,person23@company.com,person23,Product4-2,10-07-2022
8394c40c2de0ec9fbd99cf2c2bee7c1e,category4,8394c40c2de0ec9fbd99cf2c2bee7c1e,00b3de15e226c0a6703dc63075a504f6,churn,-7.89,12-07-2022,person20@company.com,person20,Product4-2,12-07-2022
75874f460848d0eb33c36fd514cea108,category4,75874f460848d0eb33c36fd514cea108,5472b590b7515dd8bd9f178212d5d596,churn,-5.5,12-07-2022,person10@company.com,person10,Product4-2,12-07-2022
a69951e2e9dd9cac59c1526d1a49e4e1,category4,a69951e2e9dd9cac59c1526d1a49e4e1,7f6a264aacb290618e7b007fa2aff2cf,churn,-5.86,20-07-2022,person24@company.com,person24,Product4-2,20-07-2022
3ae3de2cd6a852fcb70def2843a38d68,category4,3ae3de2cd6a852fcb70def2843a38d68,8ef5bcd3bcf28f76d2d326e1c76c3bf7,churn,-8.27,21-07-2022,person4@company.com,person4,Product4-2,21-07-2022
86ae4c5fc00f23dd4fefaf2de343e4f2,category4,970a166015788cd50a7b64ae8b323282,4f10bd24c44a1c0acb5d5e58dfd70555,churn,-3.43,27-07-2022,person30@company.com,person30,Product4-2,27-07-2022
fb5fdc0620ab81c7e7d1c772f1187282,category4,fb5fdc0620ab81c7e7d1c772f1187282,c1db3f400bb4b3de6a492dd4782ec7ad,churn,-6.17,11-08-2022,person26@company.com,person26,Product4-2,11-08-2022
5beb9cfaa005b1b53c5f95a3d45a2f65,category4,f14ec8c69bb7331d64f7a599efe15a9f,d2e499afe0a1f7af8b8a6f7bfc5d2043,churn,-4.39,23-08-2022,person10@company.com,person10,Product4-2,23-08-2022
bdec0e0a7f2a1e9460b50394034f4142,category4,bdec0e0a7f2a1e9460b50394034f4142,9234cce44bcaeb3a7bc57581fc4b9aae,churn,-5.49,31-08-2022,person26@company.com,person26,Product4-2,31-08-2022
206a4a8a7fa4aa58e1e5bfdf4280371d,category4,206a4a8a7fa4aa58e1e5bfdf4280371d,ba1ca7ef511359e03a047c946ebbe41d,churn,-3.68,26-09-2022,person21@company.com,person21,Product4-2,26-09-2022
e7c7d2b0f88ed58a71a6a191cdbc11bf,category4,e7c7d2b0f88ed58a71a6a191cdbc11bf,8356f4bb1d3f56c09608d17e52adefff,churn,-8.49,29-09-2022,person27@company.com,person27,Product4-2,29-09-2022
0f8a6bbfb7791cd8e76887a5d9ebec2c,category4,0f8a6bbfb7791cd8e76887a5d9ebec2c,672cc225d2e28b159ed7acfebf2169f8,churn,-3.8,30-09-2022,person17@company.com,person17,Product4-2,30-09-2022
5fc57f04a8c70eb7fa6db65d211f622f,category4,5fc57f04a8c70eb7fa6db65d211f622f,7913858e5da5cffebc5fecc5cd2f9ce6,churn,-5.5,01-10-2022,person4@company.com,person4,Product4-2,01-10-2022
f1882d9077f9ed2e1fb9a9fd699277e1,category4,f1882d9077f9ed2e1fb9a9fd699277e1,050a727d5d5c738afaa1cff2f12d3706,churn,-9.26,10-11-2023,person9@company.com,person9,Product4-2,10-11-2023
b414d0f2b28d34e46ea12a50bb744a11,category3,b414d0f2b28d34e46ea12a50bb744a11,5dbdcf510825bb48a4eb1cec7e41841d,churn,-4.4,11-10-2016,person21@company.com,person21,Product3-2,11-10-2016
cafa75c6c8780edb12fe39fb48260fb4,category3,cafa75c6c8780edb12fe39fb48260fb4,c6ac748519f29d7ac091633e3ae3e55f,churn,-4.87,18-10-2016,person2@company.com,person2,Product3-2,18-10-2016
338acb2ab2aecef3968c65c7d6167ab1,category3,338acb2ab2aecef3968c65c7d6167ab1,fc8d972cd543d54ee275a1f61a7cad86,churn,-0.83,28-11-2016,person30@company.com,person30,Product3-2,28-11-2016
a06df64824343d9852ec06f61e6f4cd4,category3,a06df64824343d9852ec06f61e6f4cd4,e2934f545457a4ebcb867ee975d111a8,churn,-0.48,12-02-2017,person8@company.com,person8,Product3-2,12-02-2017
2b1e75b0e6d126b695e4183a4008f6b9,category3,2b1e75b0e6d126b695e4183a4008f6b9,fabaf60c6f1b2d86f5a5174bafa1ca7e,churn,-0.96,13-07-2017,person29@company.com,person29,Product3-2,13-07-2017
b414d0f2b28d34e46ea12a50bb744a11,category3,b414d0f2b28d34e46ea12a50bb744a11,4a6354d3af9d57ff029837abe5082392,churn,-0.17,01-11-2017,person24@company.com,person24,Product3-2,01-11-2017
285055c34c15e442d46916e68b997b69,category3,285055c34c15e442d46916e68b997b69,d09f9aee0162b6215da11b461dd2b38f,churn,-3.66,07-11-2017,person13@company.com,person13,Product3-2,07-11-2017
